"""cueanexo""|""grado""|""turno""|""subtotal_por_turno"""
"""220062300""|""Sala de 2 años""|""Mañana""|""6"""
"""220062300""|""Sala de 2 años""|NULL|""6"""
"""220062300""|""Sala de 3 años""|""Mañana""|""5"""
"""220062300""|""Sala de 3 años""|NULL|""5"""
"""220062300""|""Sala de 4 años""|""Mañana""|""17"""
"""220062300""|""Sala de 4 años""|""Tarde""|""5"""
"""220062300""|""Sala de 4 años""|NULL|""22"""
"""220062300""|""Sala de 5 años""|""Mañana""|""25"""
"""220062300""|""Sala de 5 años""|""Tarde""|""8"""
"""220062300""|""Sala de 5 años""|NULL|""33"""
"""220062700""|""Sala de 3 años""|""Mañana""|""1"""
"""220062700""|""Sala de 3 años""|NULL|""1"""
"""220062700""|""Sala de 4 años""|""Mañana""|""4"""
"""220062700""|""Sala de 4 años""|NULL|""4"""
"""220062700""|""Sala de 5 años""|""Mañana""|""3"""
"""220062700""|""Sala de 5 años""|NULL|""3"""
"""220062900""|""Sala de 3 años""|""Mañana""|""1"""
"""220062900""|""Sala de 3 años""|NULL|""1"""
"""220062900""|""Sala de 4 años""|""Mañana""|""4"""
"""220062900""|""Sala de 4 años""|NULL|""4"""
"""220062900""|""Sala de 5 años""|""Mañana""|""2"""
"""220062900""|""Sala de 5 años""|NULL|""2"""
"""220064200""|""Sala de 4 años""|""Mañana""|""2"""
"""220064200""|""Sala de 4 años""|NULL|""2"""
"""220064200""|""Sala de 5 años""|""Mañana""|""2"""
"""220064200""|""Sala de 5 años""|NULL|""2"""
"""220064400""|""Sala de 3 años""|""Mañana""|""1"""
"""220064400""|""Sala de 3 años""|NULL|""1"""
"""220064400""|""Sala de 4 años""|""Mañana""|""4"""
"""220064400""|""Sala de 4 años""|NULL|""4"""
"""220064400""|""Sala de 5 años""|""Mañana""|""5"""
"""220064400""|""Sala de 5 años""|NULL|""5"""
"""220065000""|""Sala de 3 años""|""Mañana""|""2"""
"""220065000""|""Sala de 3 años""|NULL|""2"""
"""220065000""|""Sala de 5 años""|""Mañana""|""3"""
"""220065000""|""Sala de 5 años""|NULL|""3"""
"""220065700""|""Sala de 4 años""|""Mañana""|""3"""
"""220065700""|""Sala de 4 años""|NULL|""3"""
"""220065700""|""Sala de 5 años""|""Mañana""|""4"""
"""220065700""|""Sala de 5 años""|NULL|""4"""
"""220065900""|""Sala de 4 años""|""Mañana""|""13"""
"""220065900""|""Sala de 4 años""|NULL|""13"""
"""220065900""|""Sala de 5 años""|""Tarde""|""13"""
"""220065900""|""Sala de 5 años""|NULL|""13"""
"""220066300""|""Sala de 4 años""|""Mañana""|""2"""
"""220066300""|""Sala de 4 años""|NULL|""2"""
"""220066300""|""Sala de 5 años""|""Mañana""|""3"""
"""220066300""|""Sala de 5 años""|NULL|""3"""
"""220066600""|""Sala de 3 años""|""Mañana""|""18"""
"""220066600""|""Sala de 3 años""|""Tarde""|""18"""
"""220066600""|""Sala de 3 años""|NULL|""36"""
"""220066600""|""Sala de 4 años""|""Mañana""|""23"""
"""220066600""|""Sala de 4 años""|""Tarde""|""34"""
"""220066600""|""Sala de 4 años""|NULL|""57"""
"""220066600""|""Sala de 5 años""|""Mañana""|""38"""
"""220066600""|""Sala de 5 años""|""Tarde""|""22"""
"""220066600""|""Sala de 5 años""|NULL|""60"""
"""220066800""|""Sala de 3 años""|""Tarde""|""14"""
"""220066800""|""Sala de 3 años""|NULL|""14"""
"""220066800""|""Sala de 4 años""|""Mañana""|""55"""
"""220066800""|""Sala de 4 años""|""Tarde""|""26"""
"""220066800""|""Sala de 4 años""|NULL|""81"""
"""220066800""|""Sala de 5 años""|""Mañana""|""39"""
"""220066800""|""Sala de 5 años""|""Tarde""|""32"""
"""220066800""|""Sala de 5 años""|NULL|""71"""
"""220067100""|""Sala de 4 años""|""Mañana""|""39"""
"""220067100""|""Sala de 4 años""|""Tarde""|""48"""
"""220067100""|""Sala de 4 años""|NULL|""87"""
"""220067100""|""Sala de 5 años""|""Mañana""|""40"""
"""220067100""|""Sala de 5 años""|""Tarde""|""40"""
"""220067100""|""Sala de 5 años""|NULL|""80"""
"""220067101""|""Sala de 3 años""|""Mañana""|""2"""
"""220067101""|""Sala de 3 años""|NULL|""2"""
"""220067101""|""Sala de 4 años""|""Mañana""|""5"""
"""220067101""|""Sala de 4 años""|NULL|""5"""
"""220067101""|""Sala de 5 años""|""Mañana""|""8"""
"""220067101""|""Sala de 5 años""|NULL|""8"""
"""220067400""|""Sala de 3 años""|""Mañana""|""3"""
"""220067400""|""Sala de 3 años""|NULL|""3"""
"""220067400""|""Sala de 4 años""|""Mañana""|""1"""
"""220067400""|""Sala de 4 años""|NULL|""1"""
"""220067400""|""Sala de 5 años""|""Mañana""|""1"""
"""220067400""|""Sala de 5 años""|NULL|""1"""
"""220067500""|""Sala de 3 años""|""Mañana""|""5"""
"""220067500""|""Sala de 3 años""|NULL|""5"""
"""220067500""|""Sala de 4 años""|""Mañana""|""1"""
"""220067500""|""Sala de 4 años""|NULL|""1"""
"""220067500""|""Sala de 5 años""|""Mañana""|""1"""
"""220067500""|""Sala de 5 años""|NULL|""1"""
"""220067501""|""Sala de 4 años""|""Mañana""|""4"""
"""220067501""|""Sala de 4 años""|NULL|""4"""
"""220067501""|""Sala de 5 años""|""Mañana""|""4"""
"""220067501""|""Sala de 5 años""|NULL|""4"""
"""220067600""|""Sala de 3 años""|""Mañana""|""1"""
"""220067600""|""Sala de 3 años""|NULL|""1"""
"""220067600""|""Sala de 4 años""|""Mañana""|""1"""
"""220067600""|""Sala de 4 años""|NULL|""1"""
"""220067600""|""Sala de 5 años""|""Mañana""|""1"""
"""220067600""|""Sala de 5 años""|NULL|""1"""
"""220067700""|""Sala de 3 años""|""Mañana""|""3"""
"""220067700""|""Sala de 3 años""|NULL|""3"""
"""220067700""|""Sala de 5 años""|""Mañana""|""1"""
"""220067700""|""Sala de 5 años""|NULL|""1"""
"""220067800""|""Sala de 3 años""|""Mañana""|""3"""
"""220067800""|""Sala de 3 años""|NULL|""3"""
"""220067800""|""Sala de 4 años""|""Mañana""|""2"""
"""220067800""|""Sala de 4 años""|NULL|""2"""
"""220067800""|""Sala de 5 años""|""Mañana""|""5"""
"""220067800""|""Sala de 5 años""|NULL|""5"""
"""220067900""|""Sala de 5 años""|""Mañana""|""1"""
"""220067900""|""Sala de 5 años""|NULL|""1"""
"""220069000""|""Sala de 5 años""|""Mañana""|""1"""
"""220069000""|""Sala de 5 años""|NULL|""1"""
"""220069400""|""Sala de 3 años""|""Mañana""|""11"""
"""220069400""|""Sala de 3 años""|""Tarde""|""8"""
"""220069400""|""Sala de 3 años""|NULL|""19"""
"""220069400""|""Sala de 4 años""|""Mañana""|""28"""
"""220069400""|""Sala de 4 años""|""Tarde""|""44"""
"""220069400""|""Sala de 4 años""|NULL|""72"""
"""220069400""|""Sala de 5 años""|""Mañana""|""44"""
"""220069400""|""Sala de 5 años""|""Tarde""|""35"""
"""220069400""|""Sala de 5 años""|NULL|""79"""
"""220069500""|""Sala de 4 años""|""Mañana""|""35"""
"""220069500""|""Sala de 4 años""|""Tarde""|""39"""
"""220069500""|""Sala de 4 años""|NULL|""74"""
"""220069500""|""Sala de 5 años""|""Mañana""|""58"""
"""220069500""|""Sala de 5 años""|""Tarde""|""43"""
"""220069500""|""Sala de 5 años""|NULL|""101"""
"""220069600""|""Sala de 3 años""|""Mañana""|""19"""
"""220069600""|""Sala de 3 años""|NULL|""19"""
"""220069600""|""Sala de 4 años""|""Mañana""|""36"""
"""220069600""|""Sala de 4 años""|""Tarde""|""40"""
"""220069600""|""Sala de 4 años""|NULL|""76"""
"""220069600""|""Sala de 5 años""|""Mañana""|""38"""
"""220069600""|""Sala de 5 años""|""Tarde""|""31"""
"""220069600""|""Sala de 5 años""|NULL|""69"""
"""220069700""|""Sala de 3 años""|""Tarde""|""20"""
"""220069700""|""Sala de 3 años""|NULL|""20"""
"""220069700""|""Sala de 4 años""|""Mañana""|""59"""
"""220069700""|""Sala de 4 años""|""Tarde""|""45"""
"""220069700""|""Sala de 4 años""|NULL|""104"""
"""220069700""|""Sala de 5 años""|""Mañana""|""43"""
"""220069700""|""Sala de 5 años""|""Tarde""|""39"""
"""220069700""|""Sala de 5 años""|NULL|""82"""
"""220069701""|""Sala de 3 años""|""Tarde""|""4"""
"""220069701""|""Sala de 3 años""|NULL|""4"""
"""220069701""|""Sala de 4 años""|""Tarde""|""10"""
"""220069701""|""Sala de 4 años""|NULL|""10"""
"""220069701""|""Sala de 5 años""|""Tarde""|""7"""
"""220069701""|""Sala de 5 años""|NULL|""7"""
"""220069800""|""Sala de 3 años""|""Mañana""|""15"""
"""220069800""|""Sala de 3 años""|NULL|""15"""
"""220069800""|""Sala de 4 años""|""Mañana""|""21"""
"""220069800""|""Sala de 4 años""|""Tarde""|""38"""
"""220069800""|""Sala de 4 años""|NULL|""59"""
"""220069800""|""Sala de 5 años""|""Mañana""|""25"""
"""220069800""|""Sala de 5 años""|""Tarde""|""40"""
"""220069800""|""Sala de 5 años""|NULL|""65"""
"""220069900""|""Sala de 5 años""|""Tarde""|""18"""
"""220069900""|""Sala de 5 años""|NULL|""18"""
"""220070300""|""Sala de 3 años""|""Mañana""|""4"""
"""220070300""|""Sala de 3 años""|NULL|""4"""
"""220070500""|""Sala de 3 años""|""Mañana""|""2"""
"""220070500""|""Sala de 3 años""|NULL|""2"""
"""220070500""|""Sala de 4 años""|""Mañana""|""2"""
"""220070500""|""Sala de 4 años""|NULL|""2"""
"""220070500""|""Sala de 5 años""|""Mañana""|""4"""
"""220070500""|""Sala de 5 años""|NULL|""4"""
"""220071000""|""Sala de 3 años""|""Mañana""|""18"""
"""220071000""|""Sala de 3 años""|""Tarde""|""18"""
"""220071000""|""Sala de 3 años""|NULL|""36"""
"""220071000""|""Sala de 4 años""|""Mañana""|""44"""
"""220071000""|""Sala de 4 años""|""Tarde""|""45"""
"""220071000""|""Sala de 4 años""|NULL|""89"""
"""220071000""|""Sala de 5 años""|""Mañana""|""47"""
"""220071000""|""Sala de 5 años""|""Tarde""|""42"""
"""220071000""|""Sala de 5 años""|NULL|""89"""
"""220071200""|""Sala de 3 años""|""Mañana""|""16"""
"""220071200""|""Sala de 3 años""|""Tarde""|""16"""
"""220071200""|""Sala de 3 años""|NULL|""32"""
"""220071200""|""Sala de 4 años""|""Mañana""|""44"""
"""220071200""|""Sala de 4 años""|""Tarde""|""40"""
"""220071200""|""Sala de 4 años""|NULL|""84"""
"""220071200""|""Sala de 5 años""|""Mañana""|""45"""
"""220071200""|""Sala de 5 años""|""Tarde""|""48"""
"""220071200""|""Sala de 5 años""|NULL|""93"""
"""220071700""|""Sala de 3 años""|""Mañana""|""5"""
"""220071700""|""Sala de 3 años""|NULL|""5"""
"""220071700""|""Sala de 4 años""|""Mañana""|""5"""
"""220071700""|""Sala de 4 años""|NULL|""5"""
"""220071700""|""Sala de 5 años""|""Mañana""|""4"""
"""220071700""|""Sala de 5 años""|NULL|""4"""
"""220071800""|""Sala de 3 años""|""Mañana""|""3"""
"""220071800""|""Sala de 3 años""|NULL|""3"""
"""220071800""|""Sala de 4 años""|""Mañana""|""3"""
"""220071800""|""Sala de 4 años""|NULL|""3"""
"""220071800""|""Sala de 5 años""|""Mañana""|""4"""
"""220071800""|""Sala de 5 años""|NULL|""4"""
"""220072000""|""Sala de 4 años""|""Mañana""|""66"""
"""220072000""|""Sala de 4 años""|""Tarde""|""61"""
"""220072000""|""Sala de 4 años""|NULL|""127"""
"""220072000""|""Sala de 5 años""|""Mañana""|""68"""
"""220072000""|""Sala de 5 años""|""Tarde""|""62"""
"""220072000""|""Sala de 5 años""|NULL|""130"""
"""220072002""|""Sala de 3 años""|""Mañana""|""1"""
"""220072002""|""Sala de 3 años""|NULL|""1"""
"""220072002""|""Sala de 4 años""|""Mañana""|""2"""
"""220072002""|""Sala de 4 años""|NULL|""2"""
"""220072002""|""Sala de 5 años""|""Mañana""|""1"""
"""220072002""|""Sala de 5 años""|NULL|""1"""
"""220072100""|""Sala de 3 años""|""Doble""|""20"""
"""220072100""|""Sala de 3 años""|NULL|""20"""
"""220072100""|""Sala de 4 años""|""Doble""|""87"""
"""220072100""|""Sala de 4 años""|NULL|""87"""
"""220072100""|""Sala de 5 años""|""Doble""|""89"""
"""220072100""|""Sala de 5 años""|NULL|""89"""
"""220072500""|""Sala de 4 años""|""Mañana""|""44"""
"""220072500""|""Sala de 4 años""|""Tarde""|""40"""
"""220072500""|""Sala de 4 años""|NULL|""84"""
"""220072500""|""Sala de 5 años""|""Mañana""|""45"""
"""220072500""|""Sala de 5 años""|""Tarde""|""46"""
"""220072500""|""Sala de 5 años""|NULL|""91"""
"""220073000""|""Sala de 3 años""|""Mañana""|""4"""
"""220073000""|""Sala de 3 años""|NULL|""4"""
"""220073000""|""Sala de 4 años""|""Mañana""|""10"""
"""220073000""|""Sala de 4 años""|NULL|""10"""
"""220073000""|""Sala de 5 años""|""Mañana""|""8"""
"""220073000""|""Sala de 5 años""|NULL|""8"""
"""220073300""|""Sala de 3 años""|""Mañana""|""2"""
"""220073300""|""Sala de 3 años""|NULL|""2"""
"""220073300""|""Sala de 4 años""|""Mañana""|""6"""
"""220073300""|""Sala de 4 años""|NULL|""6"""
"""220073300""|""Sala de 5 años""|""Mañana""|""2"""
"""220073300""|""Sala de 5 años""|NULL|""2"""
"""220073601""|""Sala de 3 años""|""Mañana""|""9"""
"""220073601""|""Sala de 3 años""|NULL|""9"""
"""220073601""|""Sala de 4 años""|""Mañana""|""4"""
"""220073601""|""Sala de 4 años""|NULL|""4"""
"""220073601""|""Sala de 5 años""|""Mañana""|""2"""
"""220073601""|""Sala de 5 años""|NULL|""2"""
"""220073700""|""Sala de 3 años""|""Mañana""|""5"""
"""220073700""|""Sala de 3 años""|NULL|""5"""
"""220073700""|""Sala de 4 años""|""Mañana""|""2"""
"""220073700""|""Sala de 4 años""|NULL|""2"""
"""220073700""|""Sala de 5 años""|""Mañana""|""3"""
"""220073700""|""Sala de 5 años""|NULL|""3"""
"""220073900""|""Sala de 3 años""|""Mañana""|""12"""
"""220073900""|""Sala de 3 años""|""Tarde""|""14"""
"""220073900""|""Sala de 3 años""|NULL|""26"""
"""220073900""|""Sala de 4 años""|""Mañana""|""43"""
"""220073900""|""Sala de 4 años""|""Tarde""|""64"""
"""220073900""|""Sala de 4 años""|NULL|""107"""
"""220073900""|""Sala de 5 años""|""Mañana""|""64"""
"""220073900""|""Sala de 5 años""|""Tarde""|""44"""
"""220073900""|""Sala de 5 años""|NULL|""108"""
"""220074000""|""Sala de 3 años""|""Mañana""|""27"""
"""220074000""|""Sala de 3 años""|""Tarde""|""28"""
"""220074000""|""Sala de 3 años""|NULL|""55"""
"""220074000""|""Sala de 4 años""|""Mañana""|""36"""
"""220074000""|""Sala de 4 años""|""Tarde""|""41"""
"""220074000""|""Sala de 4 años""|NULL|""77"""
"""220074000""|""Sala de 5 años""|""Mañana""|""39"""
"""220074000""|""Sala de 5 años""|""Tarde""|""35"""
"""220074000""|""Sala de 5 años""|NULL|""74"""
"""220074500""|""Sala de 5 años""|""Mañana""|""5"""
"""220074500""|""Sala de 5 años""|NULL|""5"""
"""220074600""|""Sala de 3 años""|""Mañana""|""2"""
"""220074600""|""Sala de 3 años""|NULL|""2"""
"""220074600""|""Sala de 4 años""|""Mañana""|""3"""
"""220074600""|""Sala de 4 años""|NULL|""3"""
"""220074600""|""Sala de 5 años""|""Mañana""|""3"""
"""220074600""|""Sala de 5 años""|NULL|""3"""
"""220074900""|""Sala de 3 años""|""Mañana""|""2"""
"""220074900""|""Sala de 3 años""|NULL|""2"""
"""220074900""|""Sala de 4 años""|""Mañana""|""1"""
"""220074900""|""Sala de 4 años""|NULL|""1"""
"""220074900""|""Sala de 5 años""|""Mañana""|""4"""
"""220074900""|""Sala de 5 años""|NULL|""4"""
"""220075500""|""Sala de 3 años""|""Mañana""|""2"""
"""220075500""|""Sala de 3 años""|NULL|""2"""
"""220075500""|""Sala de 4 años""|""Mañana""|""1"""
"""220075500""|""Sala de 4 años""|NULL|""1"""
"""220075500""|""Sala de 5 años""|""Mañana""|""5"""
"""220075500""|""Sala de 5 años""|NULL|""5"""
"""220075900""|""Sala de 4 años""|""Mañana""|""2"""
"""220075900""|""Sala de 4 años""|NULL|""2"""
"""220075900""|""Sala de 5 años""|""Mañana""|""6"""
"""220075900""|""Sala de 5 años""|NULL|""6"""
"""220076000""|""Sala de 3 años""|""Mañana""|""1"""
"""220076000""|""Sala de 3 años""|NULL|""1"""
"""220076000""|""Sala de 4 años""|""Mañana""|""3"""
"""220076000""|""Sala de 4 años""|NULL|""3"""
"""220076000""|""Sala de 5 años""|""Mañana""|""5"""
"""220076000""|""Sala de 5 años""|NULL|""5"""
"""220076400""|""Sala de 3 años""|""Mañana""|""2"""
"""220076400""|""Sala de 3 años""|NULL|""2"""
"""220076400""|""Sala de 4 años""|""Mañana""|""5"""
"""220076400""|""Sala de 4 años""|NULL|""5"""
"""220076400""|""Sala de 5 años""|""Mañana""|""3"""
"""220076400""|""Sala de 5 años""|NULL|""3"""
"""220076700""|""Sala de 3 años""|""Mañana""|""1"""
"""220076700""|""Sala de 3 años""|NULL|""1"""
"""220076700""|""Sala de 5 años""|""Mañana""|""11"""
"""220076700""|""Sala de 5 años""|NULL|""11"""
"""220076900""|""Sala de 3 años""|""Mañana""|""2"""
"""220076900""|""Sala de 3 años""|NULL|""2"""
"""220076900""|""Sala de 4 años""|""Mañana""|""1"""
"""220076900""|""Sala de 4 años""|NULL|""1"""
"""220076900""|""Sala de 5 años""|""Mañana""|""3"""
"""220076900""|""Sala de 5 años""|NULL|""3"""
"""220077100""|""Sala de 3 años""|""Mañana""|""2"""
"""220077100""|""Sala de 3 años""|NULL|""2"""
"""220077100""|""Sala de 4 años""|""Mañana""|""1"""
"""220077100""|""Sala de 4 años""|NULL|""1"""
"""220077100""|""Sala de 5 años""|""Mañana""|""2"""
"""220077100""|""Sala de 5 años""|NULL|""2"""
"""220077300""|""Sala de 3 años""|""Mañana""|""2"""
"""220077300""|""Sala de 3 años""|NULL|""2"""
"""220077300""|""Sala de 4 años""|""Mañana""|""6"""
"""220077300""|""Sala de 4 años""|NULL|""6"""
"""220077300""|""Sala de 5 años""|""Mañana""|""1"""
"""220077300""|""Sala de 5 años""|NULL|""1"""
"""220077500""|""Sala de 3 años""|""Mañana""|""8"""
"""220077500""|""Sala de 3 años""|NULL|""8"""
"""220077500""|""Sala de 4 años""|""Mañana""|""4"""
"""220077500""|""Sala de 4 años""|NULL|""4"""
"""220077500""|""Sala de 5 años""|""Mañana""|""4"""
"""220077500""|""Sala de 5 años""|NULL|""4"""
"""220077700""|""Sala de 3 años""|""Mañana""|""4"""
"""220077700""|""Sala de 3 años""|NULL|""4"""
"""220077700""|""Sala de 4 años""|""Mañana""|""7"""
"""220077700""|""Sala de 4 años""|NULL|""7"""
"""220077700""|""Sala de 5 años""|""Mañana""|""4"""
"""220077700""|""Sala de 5 años""|NULL|""4"""
"""220077800""|""Sala de 3 años""|""Doble""|""3"""
"""220077800""|""Sala de 3 años""|NULL|""3"""
"""220077800""|""Sala de 5 años""|""Doble""|""1"""
"""220077800""|""Sala de 5 años""|NULL|""1"""
"""220077900""|""Sala de 4 años""|""Doble""|""17"""
"""220077900""|""Sala de 4 años""|NULL|""17"""
"""220077900""|""Sala de 5 años""|""Doble""|""9"""
"""220077900""|""Sala de 5 años""|NULL|""9"""
"""220078200""|""Sala de 3 años""|""Mañana""|""1"""
"""220078200""|""Sala de 3 años""|NULL|""1"""
"""220078200""|""Sala de 4 años""|""Mañana""|""2"""
"""220078200""|""Sala de 4 años""|NULL|""2"""
"""220078200""|""Sala de 5 años""|""Mañana""|""2"""
"""220078200""|""Sala de 5 años""|NULL|""2"""
"""220078300""|""Sala de 3 años""|""Doble""|""1"""
"""220078300""|""Sala de 3 años""|NULL|""1"""
"""220078300""|""Sala de 4 años""|""Doble""|""1"""
"""220078300""|""Sala de 4 años""|NULL|""1"""
"""220078300""|""Sala de 5 años""|""Doble""|""3"""
"""220078300""|""Sala de 5 años""|NULL|""3"""
"""220078500""|""Sala de 4 años""|""Mañana""|""2"""
"""220078500""|""Sala de 4 años""|NULL|""2"""
"""220078500""|""Sala de 5 años""|""Mañana""|""5"""
"""220078500""|""Sala de 5 años""|NULL|""5"""
"""220078700""|""Sala de 5 años""|""Tarde""|""1"""
"""220078700""|""Sala de 5 años""|NULL|""1"""
"""220078800""|""Sala de 3 años""|""Tarde""|""3"""
"""220078800""|""Sala de 3 años""|NULL|""3"""
"""220078900""|""Sala de 3 años""|""Mañana""|""1"""
"""220078900""|""Sala de 3 años""|NULL|""1"""
"""220078900""|""Sala de 4 años""|""Mañana""|""1"""
"""220078900""|""Sala de 4 años""|NULL|""1"""
"""220078900""|""Sala de 5 años""|""Mañana""|""1"""
"""220078900""|""Sala de 5 años""|NULL|""1"""
"""220079400""|""Sala de 3 años""|""Tarde""|""14"""
"""220079400""|""Sala de 3 años""|NULL|""14"""
"""220079400""|""Sala de 4 años""|""Mañana""|""57"""
"""220079400""|""Sala de 4 años""|""Tarde""|""44"""
"""220079400""|""Sala de 4 años""|NULL|""101"""
"""220079400""|""Sala de 5 años""|""Mañana""|""42"""
"""220079400""|""Sala de 5 años""|""Tarde""|""43"""
"""220079400""|""Sala de 5 años""|NULL|""85"""
"""220079900""|""Sala de 3 años""|""Mañana""|""1"""
"""220079900""|""Sala de 3 años""|NULL|""1"""
"""220079900""|""Sala de 4 años""|""Mañana""|""1"""
"""220079900""|""Sala de 4 años""|NULL|""1"""
"""220079900""|""Sala de 5 años""|""Mañana""|""1"""
"""220079900""|""Sala de 5 años""|NULL|""1"""
"""220080000""|""Sala de 4 años""|""Tarde""|""45"""
"""220080000""|""Sala de 4 años""|NULL|""45"""
"""220080000""|""Sala de 5 años""|""Mañana""|""59"""
"""220080000""|""Sala de 5 años""|NULL|""59"""
"""220082400""|""Sala de 3 años""|""Mañana""|""16"""
"""220082400""|""Sala de 3 años""|""Tarde""|""15"""
"""220082400""|""Sala de 3 años""|NULL|""31"""
"""220082400""|""Sala de 4 años""|""Mañana""|""22"""
"""220082400""|""Sala de 4 años""|""Tarde""|""23"""
"""220082400""|""Sala de 4 años""|NULL|""45"""
"""220082400""|""Sala de 5 años""|""Mañana""|""22"""
"""220082400""|""Sala de 5 años""|""Tarde""|""22"""
"""220082400""|""Sala de 5 años""|NULL|""44"""
"""220082401""|""Sala de 3 años""|""Mañana""|""2"""
